id,full_text,final_sentiment
1700,@Ndrewstjan anjay ada buzzer mengakui indonesia gelap,negatif
1701,@sdeguun ojok o iku daging kambing,netral
1702,@sibabang Kemarin dia bilang Indonesia gak gelap sekarang Jepang lebih gelap dari Indonesia? Yang mana yang bener?,negatif
1703,ini bukan lagi lomba gelap-gelapan bjir. 1. segelap-gelapnya jp jauh lebih terang daripada indonesia. pamrentanya waras. 2. katakanlah di jp emang beneran gelap terus yang di sini santai aja gitu membiarkan keadaan krn masi ada negara lain yg lebih gelap? telek telek.,negatif
1704,@annisamaghfira Harga2 pangan + listrik emang naik. Tapi bukan berarti jol Jepang gelap jir wkwkwk jauhhh rek dicompare jeung kegelapan Indonesia mah,negatif
1705,@pakmul63 Gak akan maju emg indonesia. Gak ada harapan. Terlalu gelap,negatif
1706,Ada yang nanya.. Apa iya Indonesia gelap.. Gak kok.. Buktinya ada liga terbaru selain liga 1 Indonesia. Ini dia... Indonesia cerah woi.. Secerah-cerahnya. https://t.co/5q4oLSDCQy,negatif
1707,Gelap banget Indonesia di X. Mungkin karena fuX jadinya pas banget!,negatif
1708,@NyaiiBubu Kalo alasan yg di pake adalah mengimpor pertalite dg harga pertamax kok sebodoh itu dianggapnya rakyat indonesia. Kalo alasan yg di pake adalah pertalite di oplos dg pertamax biadab sekali mereka. Omon2 nya sudah menuju gelap.,negatif
1709,@CNNIndonesia Menteri Gelap yang bikin Indonesia Gelap Gulita.,negatif
1710,@JanissaryD_Last Plus.. Oplosan Petamax katanya ternyata pertalite Indonesia gelap ndasmu,negatif
1711,bener bener bertubi tubi sejak pajak 12% -&gt; gas langka -&gt; indonesia gelap -&gt; sukatani -&gt; danantara -&gt; pertamina dan semua semua yang lupa gw sebut. Gimana ga nyentuh 6000 IHSG,negatif
1712,@convomf Indonesia gelap / terang wkwkk,?
1713,@shitlicious pengalihan isu gasi ketika indonesia gelap gov menjadi pahlawan dengan tau tau ada kabar penangkapan korupsi BUMN jujur gw yakin ada banyak kriminal besar yg udh ready to publish tapi nanti dulu dikeluarin pas waktunya pas. Beneran kaya main caturr.,negatif
1714,@Abil130886 @H4T14K4LN4L42 @DPR_RI @puanmaharani_ri Rakyat sekarang gak perlu dipropokasi asing lg udh jelas pemerintah udh gak kompeten ngurus negara indonesia gelap,negatif
1715,Pemerintah tuh beneran tau ga ya rakyatnya yg kelas menengah mepet miskin di sini lagi banyak menjerit dengan sulitnya hidup? Indonesia gelap karena memang bahkan untuk berharap aja udah ga bisa. #KaburAjaDulu seolah ga terelakan. Berat banget jalani hdp di Indo sbg orang Indo.,negatif
1716,Prabowo: Yang bilang Indonesia gelap siapa? https://t.co/E7ZoQTK12S,netral
1717,Yang liat indonesia gelap tuh siapa Jadi gini ada tipe 2 orang yang gabisa bedain gelap dan terang 1. Orang buta / buta warna 2. Orang yang masih dan terlalu lama dalam kegelapan Oh atau bisa jadi orang buta yang tinggal dalam kegelapan,negatif
1718,Prabowo: yg liat Indonesia gelap tuh siapa? abistu (Semua hadirinnya langsung ketawa menggelegar HUAHAHAHAHAHAH) bener2 demo kita kemaren Dimata para pejabat ga dianggap apa-apa guys malah dijadiin bahan olok-olokan,negatif
1719,cuma para pendukung dan para penjilat yang tidak mengakui bahwa Indonesia GELAP,negatif
1720,@CutSarina5 Gara gara wajah babi ngepet yg di pelihara oleh Molyono akhirnya indonesia jd gelap. @jokowi @prabowo @Gerindra @luhut_binsar https://t.co/GszwVsw2q7,negatif
1721,@tanyakanrl gelap banget nder kayak Indonesia,negatif
1722,Aku tetep bakal mantau indonesia gelap aja gamau hate komen aneh aneh dulu Takut kesulut emosi ikutan ngamuk ternyata yang diamuk ga salah kan ga lucu wkwk,negatif
1723,@drafgter Kalo terus gelap kan Indonesia.,negatif
1724,Ya semoga yang sebenernya segera terungkap aja sih pengen bgt selain kejagung ada pihak lain yang juga meriksa kasus itu maupun kasus tom lembong timingnya pas bgt cuy habis indonesia gelap yang ga ditanggapi oleh pemerintah padahal udah pada demo ke jalan,negatif
1725,@MasBRO_back Habis gelap terbitlah gulita ini mah .... Indonesia gelap gulita,negatif
1726,hari-hari tiap buka x baca berita yg lewat indonesia gelap makin gelap njir,negatif
1727,Trus gak mau dibilang Indonesia Gelap ????,negatif
1728,@CNNIndonesia Pak @ZUL_Hasan Bpk paham posisi bpk? Knp rakyat bersuara ke Bpk demikian? Gk usah jd menteri Pak. Jd tetangga saya aja lalu Bpk jwb demikian ke saya pas saya keluhkan. Indonesia emang gelap.,negatif
1729,@tanyarlfes Jadi bisa hemat di saat orang orang pada berkata Indonesia gelap,netral
1730,Makanya sekarang jadi indonesia gelap soalnya yang buta lebih dari separo alias 58%,negatif
1731,@ARSIPAJA Lah pake nanya. Ya rakyat lah pak yang liat Indonesia gelap! Asal bapak tau wahai presiden bonekanya Jokowi dan Gibran ini negara udah mirip Bangladesh bapak. Jangan heran deh kalo suatu hari rakyat lu duitnya banyak tapi ga kaya. Beli telor 1 kg bawa duitnya 1 arko!,negatif
1732,#Indonesia gelap https://t.co/bQmwdSC8DU Postingan ini dibagikan via TikTok Lite. Unduh TikTok Lite untuk menikmati postingan lainnya: https://t.co/jcYx6mxFVP,netral
1733,@Yurissa_Samosir @aniesbaswedan @choymarkochoy @ay_prakasa2225 @JamalBoegis @mattdilaga @nomerorae @msaid_didu @AmaluddinSSili1 @PutriKayan16645 @yaniarsim @Panitia68285950 Wan Abud emang lagi cari muka dan cari perhatian supaya dipuja puji. Muak menjijikkan manusia kadrun ini. Justru orang ini membuat Indonesia gelap. Biang kerok Konoha !!,negatif
1734,@wisnu_prasetya @kompascom nih kompas masih belum percaya Indonesia gelap?,negatif
1735,@tanyakanrl hayo mau ngapain ada buzzer gus segala? mau pengalihan isu danantara / Indonesia Gelap yah? kontol,negatif
1736,Kalo di Indonesia mungkin disebut sebagai nglindur. Kombinasi trauma ditinggal sahabat jadi korban obsesi junjungan serta terlalu banyak melihat rahasia gelap orang lain bisa jadi faktor yang membuatnya sulit tidur dengan tenang,negatif
1737,Kayanya kita perlu adakan doa bersama seluruh masyarakat Indonesia raya semua rakyat berdoa bersama di jalan-jalan gitu biar protesnya langsung ke Sang Pencipta. Gelap banget ini negara ya Allah,negatif
1738,@ARSIPAJA Keknya nunggu gw sembuh dari minus dulu sih Ndut baru bisa liat indonesia terang eh minus gak minus kan emang negara ini dah gelap iya kan ndutttt,negatif
1739,@rengcge @tanyakanrl sehat segar: semangka bikin lancar eek: kopi,netral
1740,org2 migrasi ke bank internasional indonesia gelap bgt ril,negatif
1741,Pengen banget ga buka X tp takut ketinggalan berita. Tapi beritanya takut banget ada aja gebrakannya. Buka X indonesia tuh gelap banget.,negatif
1742,____ KEBIJAKAN PEMERINTAH YANG NGAWUR ITU MEMBUAT INDONESIA GELAP ...mon-omon ?... ndas-mu..!,negatif
1743,Indonesia gelap in sya Allah akan terang dengan kita mempelajari Islam secara kaffah. #AynalMuslimun #SavePalestine #DakwahIslamKaffah #SyeikhTaqiyuddinAnNabhani https://t.co/Dij0ww5Vie,negatif
1744,@spektrumku Jadi bener Indonesia Gelap?,negatif
1745,@kumparan Paling yg bayar Denda majikan dia..(sekelas kades punya uang segitu dari mana ..!?)....!!! Bener2 gelap Indonesia...!,negatif
1746,Pantas Jokowi memilih cawe-cawe rupanya ada misi gelap yang terjadi di Indonesia ini,negatif
1747,@A_Store9779 @yaniarsim @Shell Apa Mr. @prabowo msh jg nanya siapa yg melihat indonesia ini gelap? Coba cek data yg sdg beredar tsb: Imbasnya sngt luar biasa kpd rakyat bagi anda semua sih gak akan ngaruh apa2 apalagi yg di LHKPNnya diatas puluhan M sampai T pasti ngomongnya EGP yg penting dah kaya! https://t.co/2nqYQzewT3,negatif
1748,@ekokuntadhi1 Emang mending beli di shell dll....apa yang bisa diharapkan dari Indonesia Gelap?,negatif
1749,@NenkMonica Kau ini yg bikin Indonesia gelap Kok bangga pabrik luar masuk dikita. masa ngak ada pribumi yg mampu.. pemerintah harusnya mendukung pengusaha lokal.,negatif
1750,@shoyoujeruk @tanyakanrl Grafik Indonesia gelap,negatif
1751,sabtu besok tgl 01.03.2025 14.00-16.00 ada aksi solidaritas indonesia gelap di brandenburger tor. if you re around maybe lezgo??? https://t.co/A7lMV9XiID,?
1752,Gnti casing doank Pantas aja gk pilih ini,negatif
1753,Ini sih tulisan terselubung. Seolah anda menyetujui bahwa Indonesia Gelap bukan karena ulah pemerintah yang gagal mengatasi masalah bahkan setiap hari rakyat disuguhkan berita BURUK!,negatif
1754,@prabowo Selagi presiden Indonesia masih tunduk dan di kontrol si Wiwi maka masa depan Indonesia masih gelap.,negatif
1755,Hahaha apaan lg ini,?
1756,Msh bertahan jd menteri Rusak,negatif
1757,@secr3thm4nz56 RAKYAT DAN MAHASISWA DEMO INDONESIA GELAP.. LHAA PRABOWO DAN BEGUNDAL2NYA JUSTRU GA ADA SIMPATI MENGOLOK2 DAN TERTAWA2..,negatif
1758,@prabowo Selagi presiden Indonesia masih tunduk dan di kontrol si ono maka masa depan Indonesia masih gelap.,negatif
1759,@_Alone_Warrior_ @aniesbaswedan INDONESIA sedang mode GELAP... #IndonesiaGelap Tapi rakyatnya yang tangguh dimenghadapi kegelapan... Terima kasih orang2 tangguh dan orang2 yang menjaga kewarasan...,negatif
1760,Jawaban demo #IndonesiaGelap: diresmikannya danantara korupsi 1kuadraliun oleh pertamina dan dinyinyir mana ada indonesia gelap sama presidennya sendiri. Gelooooo,negatif
1761,@rubahkeIabu Siapa yg bilang indonesia gelap? Indonesia cerah kok. 25 tahun lagi ada di atas jepang,negatif
1762,@8M1T_Eitijeu Bener banget di luar negeri emang terang banget. Beda jauh sama di Indonesia yang gelap terus.,negatif
1763,@siapamaukuwe tempo hari aku sampe aplod di weibo yg indonesia gelap,negatif
1764,Aksi Indonesia Gelap di Ciamis: Mahasiswa Desak Pemerintah Ketua DPRD Beri Respons Tegas https://t.co/Z7suwpTHEL,netral
1765,Indonesia gelap kalo bahas GDP / PDB per kapita Tapi Indonesia terang cerah kalo bahas GDP PDP based on total production / produksi Solusi?,netral
1766,@tiiyak Indonesia gelap ti,negatif
1767,@Homo_sapiens21 Indonesia manusianya emang gelap Apalagi di X Isinya jadi darting,negatif
1768,INDONESIA BENER BENER GELAP! FUCK! PEMERINTAH TAIK!!,negatif
1769,@sami86pilang Semakin kedepan system Hukum di Indonesia semakin Gelap.,negatif
1770,MEDIA DIBUNGKAM... MUSIC JUGA DIBUNGKAM... CNN INDONESIA BAGIAN DARI KEKUASAAN... CNN DINILAI FRAMING AKSI DEMO INDONESIA GELAP...‼️ #JokowiPredatorKorup #JokowiPredatorKorup 🆘🆗 https://t.co/7Lmst8kT1L,negatif
1771,indonesia terang kau yang gelap,negatif
1772,@H4T14K4LN4L42 @DPR_RI @puanmaharani_ri Rakyat pribumi..bersatu membenahi Indonesia Gelap,positif
1773,@Ndrewstjan Jadi indonesia yang ga gelap atau jepang yg lebih gelap?,netral
1774,@Kaniyng Indonesia gelap ️ Boc Gelap ️,negatif
1775,@Tan_Mar3M @AirinDatangLagi Katanya thn 2030 Indonesia sudah gak ada ngibul lo wo 2050 lo ug gelap di neraka sana,negatif
1776,@Yurissa_Samosir @prabowo RAKYAT +62 yg melihat INDONESIA GELAP sllu krn PEJABAT NEGARA ga becus kelola Pemerintahan..... masalah demi masalah trus bermunculan....,negatif
1777,@idextratime @delimburger Semuanya aja dari belanda,negatif
1778,Halah lu kan g pernah nganggep diri lu mengecewakan Udh sekecewa ini lu malah nanya Indonesia gelap dimana? Ngentot,negatif
1779,@Stockbit Omke gams omke gams Indonesia gelap dari mananya *SFX ketawa,negatif
1780,Demo yang marak di mana mana di NKRI membuktikan bhw Indonesia Gelap tdk bisa disangkal oleh para pejabat negara. Nalarnya kalau keadaan terang /baik2 saja mana mungkin ada demo. Demo/unjuk rasa dikrnkan ada sesuatu yg tdk baik2 pada para pejabat,negatif
1781,@Arie_Kriting Naga kalo dibandingin sama pernyataan pejabat pasti selalu naga yg menang..,negatif
1782,@pisces_redblue Indonesia gelap,negatif
1783,@gvaldiol bekas pas demo indonesia gelap itu paling2 di cat lagi sama dlh,negatif
1784,@BebySoSweet Indonesia gelap karena adanya kehadiran gerombolan kaum kadrun !! No debat !!,negatif
1785,SPK juga secara aktif mengikuti renana aksi Indonesia Gelap di Australia sebagai berikut: https://t.co/2MQPoAIkm4,netral
1786,15/2/2025: Tidak ada yang berani mengkritik Presiden Prabowo. (Jokowi koruptor OCCRP) 18/2/2025: Mahasiswa Malang dalam aksi Indonesia Gelap membakar poster @prabowo @gibran_tweet #JokowiPredatorKorup #JokowiPredatorKorup https://t.co/x7yH8Przh9,negatif
1787,Indonesia LEBIH GELAP? ALLAHUAKBAR Sumber: CNBC Indonesia https://t.co/cxq0aEPt5j,negatif
1788,@mracquez lah iyakahh?? aku malah baru tau tp gpp sih wonderful indonesia tak sesuai kenyataan pun haha aslinx negara gelap,negatif
1789,@tanyarlfes Bener-bener Indonesia gelap dah.,negatif
1790,Jokowi koruptor OCCRP dan gerombolan Luhut diberi jabatan sebagai pengawas Danantara. Masa depan Indonesia gelap #JokowiPredatorKorup #JokowiPredatorKorup https://t.co/2klD4F0aDH,negatif
1791,@pisces_redblue Indonesia gelap,negatif
1792,@muktiahmad56 Indonesia gelap dr mana ucap prabowo,negatif
1793,@erlanishere Indonesia makin gelap,negatif
1794,@awsemdee Apanya yang nyala? Kok Indonesia masih gelap.,negatif
1795,@MariaAlkaff_ @prabowo Para pejabat n pemimpin jelas lah Indonesia Gemerlap. Tp rakyat kelas menengah yg turun jdi miskin n juga rakyat miskin Indonesia Gelap,negatif
1796,@AsahPolaPikir Sebuah langkah awal mewujudkan indonesia (makin) gelap,negatif
1797,Enggak akan ada itu Indonesia gelap kalau Abah presidennya saya yakin banget. We love you Abah. #SemogaIndonesiaKembaliTerangAamiinYRA,negatif
1798,@yudhakhel Menuju Indonesia gelap,negatif
1799,@PDI_Perjuangan Ayoo di gas lagi @pdip instruksinya kpd para petugas partai terpilih percuma klo gk di gas sekjend hasto ttp di tahan enk sj kriminalisasi sekjend trs suarakan kasus 98 suarakan demo indonesia gelap trs srg n bunuh kaeakter mulyono ayo mb @puanmaharani_ri jgn diam !!!!!,negatif
1800,Rocky Gerung menilai pihak istana cukup buruk dalam merespon terhadap tagar Indonesia gelap yang digaungkan oleh masyarakat. . . . . Pertamina RON 88 Petamax KISS OF LIFE Barbuk BABY MONSTER. https://t.co/fxZuV4V3Nf,negatif
1801,@Tan_Mar3M Gemana gak gelap Indonesia sejak era @jokowi sampe @prabowo liat aja bedanya nasib perawat Jerman dan Indonesia: Jerman . Indonesia https://t.co/2qO2qhZyRk,negatif
1802,Ya Tuhan Gelap banget berarti ini Tanda2 mau hujan deras https://t.co/SPRIokAdWt,negatif
1803,Siyap menerangi indonesia yg katanya sedang gelap https://t.co/pKGrNT8lwj,positif
1804,@Lembayung071 @DPR_RI Jokowi jelmaan Dajjal tanda tanda akhir jaman.daya rusak nya luar biasa.nkri gelap salam Indonesia gelap,negatif
1805,@democrazymedia Andai ajh pihak kejaksaan mau mengusut harta kekayaan orang ini mungkin sudh lama dia ke ciduk tapi akh sudh lah Indonesia gelap....,negatif
1806,@mas_veel Salam Indonesia gelap,negatif
1807,Indonesia Gelap: Mengapa Rakyat Tegas Melawan? https://t.co/K9KaZVWAbs https://t.co/hqr0Nl7hQ3,netral
1808,@pakmul63 @afifahafra79 @msaid_didu Apa2an ini??? Indonesia memang GELAP,negatif
1809,@idextratime Karena nafsu bermula dr mata maka lebih baik dibikin buta aja. Sesuai tagline indonesia gelap.,negatif
1810,setelah demo indonesia gelap akankah ada demo pengesahan UU perampasan aset koruptor (?),negatif
1811,Indonesia gelap (mau hujan) https://t.co/qXTW7aQaT1,netral
1812,@tempodotco Udah dikoreksi sampe ada demo Elu cuma bilang ndasmu dan malah tanya Indonesia gelap di bagian mana? Ya bagian Ndasmu!!,negatif
1813,@Saham_fess Pemerintah kont**,negatif
1814,Idol Indonesia: Carmen Dita Kim Zayyan Nama grup: Indonesia gelap (untung kita udah di Korea) https://t.co/tB4FsCWbtw,netral
1815,@ARSIPAJA Buat makanan mpus?,netral
1816,@ahmad_bellamy Indonesia Gelap Gempita... Rakyat Gelap Koruptor Gempita...,negatif
1817,@MichelAdam717 Presiden gagal semua ya..Indonesia semakin gelap,negatif
1818,Indonesia Gelap: Mahasiswa vs Presiden - https://t.co/KjW6aTJeox,netral
1819,@SaptadiSuh29615 @baygonsetobeli @tanyarlfes Hanya ada di Republik Indonesia dan Indonesia gelap masa depan suram kalo ada bencana alam semua akan kena perbedaannya hanya hukum di akhirat,negatif
1820,@KompasTV 200 jt lebih rakyat Indonesia ditipu selama 5 thn oleh Pertamina. Masih nanya Indonesia gelap dimananya? @prabowo @luhut_binsar ?,negatif
1821,@RefublikAteis @agama_nusantara @BayuAngora @PaijoKhentirr @sakkusaitna @Valhallaah @spektrumku @Kappa_2023 @bnsphrxyzzz @drhthariq @iphone7decoco @Sentjoko @LWidhiatmoko @ilhampurnama887 @Gitaananta001 @jonnypengacara @filosofiksi kok gak jelas? apa termasuk ikut2an demo 'indonesia gelap'?,netral
1822,@cakrozi Masa gelap sebelum Indonesia merdeka itu kapan?,negatif
1823,@aniesbaswedan Mantab Indonesia gelap Iki pie le,negatif
1824,Kenapa UI Investigasi Status Iqbal Cheisa Wiguna yang Ikut Aksi Indonesia Gelap? https://t.co/FzynlF2qK4,netral
1825,@tempodotco Tuh kan di sebut Indonesia gelap gak terima....,negatif
1826,@tanyarlfes Pejabat bego yg di masalahkan nipu nya bukan blend nya sama pejabat DPR juga dengar pendapat bahas BBM pada bego Kabeh. Emang gelap Indonesia.,negatif
1827,Lihat berita kayak gini aja kades punya duit 48 M Indonesia makin gelap saja ini.,negatif
1828,@kompascom YLKI mana...kok diam..perjuangkan hak konsumen yg sdh di prank pertamina... hrsnya sekarang Pertamina kasih kompensasi kepada konsumennya... ancen bener...Indonesia gelap...semua dikorup..yg susah rakyat....,negatif
1829,@CNNIndonesia Di Indonesia baru disuruh efisiensi perjalanan dinas aja udah bilang kalau Indonesia Gelap Gelap Ndasmu,negatif
1830,Kenapa UI Investigasi Status Iqbal Cheisa Wiguna yang Ikut Aksi Indonesia Gelap? https://t.co/Da1VAU0hIa,netral
1831,@geloraco Bongkar Pak Jaksa sampai tuntas...jgn cuma Direktur2nya doang...Menterinya siapa saat itu....???. Presidennya siapa saat itu...???. Bongkar...kalau berani. Apa iya Ratusan Trilyun hny kena kroco2nya doang. Bila rakyat jadi susah krn ini...maka tak salah ada tema Indonesia Gelap.,negatif
1832,@tham878 Jokowi gk usah difitnah sdh bejat negara hancur lebur dipimpin Jokowi 10 tahun kemarin PT Sanken udah gulung tukar menyusul Pabrik Motor YAMAHA udah mem-PHK 1.00 orang pekerjanya siap-siap hengkang dr Indonesia loe paham era Krismon 1998 saja tdk sebobrok ini. INDONESIAN GELAP !,negatif
1833,INI BUKAN #INDONESIA GELAP TAPI MAJULAH INDONESIAku https://t.co/j9MzqRpd2p,positif
1834,@KangManto123 Indonesia gelap maleeeesssss,negatif
1835,ihsg di bawah 6 500 ini indonesia gelap apa indonesia terang @prabowo ?,negatif
1836,@ulil Masih banyak kasus seperti.. tpi belum terbongkar aja makanya klu ada tagar Indonesia gelap dak salah juga.. memang 10 thn pk dhe berkuasa meraja lela.. Penggarongan uang rakyat..,negatif
1837,Indonesia gelap IHSG merah,negatif
1838,@Catatan_ali7 @bahlillahadalia Speknya dibawah standart gibran ini mah. Ya pantes aja indonesia gelap.... ahhh apalagi presidenya yang apa apa hidup jokowi hidup jokowi.... meeeonggggg,negatif
1839,otw indonesia gelap,negatif
1840,@kompascom Benar2 indonesia gelap.....!¡,negatif
1841,@prabowo Dewan pakarnya koruptor pengawasnya nominasi terkorupt &amp; penjahat perang dr luar pengelolanya kroni nya mulyono jg...!! Bener2 Indonesia gelap ....!!!!!!,negatif
1842,bener2 indonesia gelap,negatif
1843,@NenkMonica dari awal demonstrasi Indonesia Gelap tdk satupun media TV yg memberitakan,negatif
1844,Kata siapa Indonesia gelap? Ternyata ada beberapa penyebab nya. Indonesia mengalami siang dan malam seperti negara-negara lain di dunia. Namun ada beberapa kemungkinan yang dapat menyebabkan Indonesia mengalami kegelapan seperti: 1. Gerhana matahari atau bulan 2. Badai atau,negatif
1845,@bvscoro @convomf Angga berhenti post karena dialihkan oleh isu Indonesia Gelap dan sebangsanya.,negatif
1846,Normalisasi plagiarisasi? Beneran deh indonesia gelap wkwk,negatif
1847,@txtdrjkt Astaghfirullah yaallah. Kalau masih ga hukum mati atau cuma hukuman ringan fix Indonesia gelap haha bacot gembar gembor doang berantas korupsi,negatif
1848,@BangEdiii Bayangin aja andai kelak kantor arsip Danantara seperti itu pula...finish kah Negara ini?..Indonesia Gelap..,negatif
1849,Berikut ini Seruan Salemba Kedua Bebaskan Indonesia dari Gelap https://t.co/SajqMYy7K7,negatif
1850,Harusnya yg demo indonesia gelap yaa geruduk orang2 iniii...,negatif
1851,indonesia gelap bukan karena pemerintah doang dari generasi muda juga banyak penyakit diabet stroke asam urat dll,negatif
1852,Indonesia gelap... Indonesia bobrok... Indonesia amburadul... Karena sistem korup yang diterapkan di negeri ini...,negatif
1853,@CNNIndonesia Indonesia makin gelap,negatif
1854,Kemarin abis rewatch film ini ngebayangin kalo Indonesia terjadi perang sodara. Apalagi dengan kondisi saat ini: adanya gerakan Indonesia gelap hastag kabur aja dulu berita mega korupsi https://t.co/PCLVUREV3J,negatif
1855,PANTAS INDONESIA GELAP SEMUA BUMN DIBAWAH NAUNGAN ERIK TOHIR DAN BAHLIL MELAKUKAN KORUPSI,negatif
1856,@tanyarlfes Orang stroke fungsi luhurnya udah rusak. Dia bisa berkata apa aja tanpa pertimbangan. Lah orang spt ini kalian pilih jadi presiden bukan cuma gelap Indonesia Indonesia Gosong.....,negatif
1857,Rumah hantu Yang sekarang aja masih omon-omon kok ngomongin 2029 Indonesia Gelap https://t.co/kMCK71sC8m,negatif
1858,@Ndrewstjan kalo jepang gelap terus indonesia apa? indonesia vantablack kah?,negatif
1859,@Ndrewstjan Gini aja berani taruhan gak klo jepang segera sembuh dari gelap dan menjadi terang benderang lebih cepat dari indonesia ?,negatif
1860,@Tita83079013 Gmn gak gelap diluar sana sdh maen koding disini masih maen kolong2an Bukan sekedar gelap tapi runyam kalo mereka mimpin Indonesia dgn pahamnya,negatif
1861,@NenkMonica 10 tahun di pimpin jokowi indonesia tambah gelap di + prabowo au ah gelap,negatif
1862,Beda gak kayak ketawanya presiden dan pejabat waktu ngetawain Indonesia gelap?,negatif
1863,@EricStrada68660 @Mdy_Asmara1701 @prabowo Wkwkw katanya aja indonesia tidak gelap kocak.,negatif
1864,@catchmeupco Indonesia #4 ekonomi dunia di 2050? Bisa aja banyak riset bilang gitu. Tapi Indonesia Gelap juga bukan halu korupsi infrastruktur ketimpangan masih PR gede. Optimisme oke tapi kalo eksekusinya zonk ya prediksi cuma jadi wacana di atas kertas.,negatif
1865,@Ndrewstjan lebih gelap dri Indonesia itu kesimpulanmu?,negatif
1866,@tanyarlfes udah bener diungkap kasus korupsi korupsi selama ini masih aja menggaungkan indonesia gelap wkwkwk kocak,negatif
1867,@Dandhy_Laksono #IndonesiaGelap itu memang benar adanya. Kita bayar pajak hanya utk bahag pengeluaran super ngehek karena mental korup KPU dan Bawaslu daerah Supar kamprettt. Mau diumpetin apa lagi mmg Indonesia gelap kannn?,negatif
1868,@CNNIndonesia BAGAIMANA PUN REVISI NYA KALAU KARAKTER MALING YA TETAP AJA MALING.... HUKUM SEBERAT-BERAT NYA BIAR ADA EFEK JERA... INI YANG PIMPING JUGA BERLUMURAN KORUPSI JADI TETAP AJA INDONESIA GELAP...,negatif
1869,Tutup maning PHK maning-maning bae... kok bs seh sur-pay kepuasan 80.9% yak. Kudune dibalik aje angkanyr jadi 90.8% yak. 1100 pengangguran akan segera tercipta lg. Bener2 Indonesia GELAP dah....! https://t.co/uSUntH6rOE,negatif
1870,@Ndrewstjan Kmrn katanya indonesia gak gelap sekarang jepang juga gelap/lebih gelap dr indonesia? Jadi indonesia gelap apa nggak bang?,negatif
1871,@democrazymedia Indonesia gelap itu dari berbagai sisi mungkin inilah gambarannya https://t.co/yiHnAYOGcn,negatif
1872,@Ndrewstjan Berarti lu mengakui Indonesia gelap kan?,negatif
1873,@Catatan_ali7 Owkwowowkw katanya yangg bilang Indonesia gelap dia sendiri yang gelap. Owkwowkw statement terjelek,negatif
1874,@Mukidioon2 Walau indonesia emang menuju gelap tolong jangan langsung percaya. kalian harus filter konten2 dengan pengetahuan juga biar otak kita gk makin gelap kalo konsumsi berita sepotong2 https://t.co/ZOWaSOr7kl,negatif
1875,Prabowo : Yang Bilang Indonesia Gelap Siapa? https://t.co/ISpwPywTCH,netral
1876,Pejabat nya pada rangkap jabatan Rakyat nya banyak yg gak punya pekerjaan akibat PHK dan cari kerja sulit. Lalu presiden tanya Indonesia gelap apanya yg gelap Rakyat pun kompak menjawab: Ndasmu yg gelap https://t.co/JEGjzk7R3W,negatif
1877,indonesia gelap itu ril apalagi dibagian dramaga skrg,negatif
1878,@mas_veel Kl gak ada korupsi..terbaru pertamina hampir 1000 trilyun....gelap banget nich indonesia...,negatif
1879,Statemen Prabowo: Koreksi Saya Bila Ada Tanda Tidak Setia kepada Rakyat Kritikan / Koreksi Rakyat: Penjarakan Koruptor Indonesia Gelap Jawaban Prabowo: NDAS MU️ - INDONESIA otw SURAM - https://t.co/9YlK4xLAYm https://t.co/Sfke3s4PQN,netral
1880,@JhonSitorus_18 Dia kan jadi mentor 3 pleciden mentornya opung Indonesia makin gelap,negatif
1881,Dari Roti Turun ke Aksi: Kisah Maaruf Berbagi Roti di Aksi Indonesia Gelap https://t.co/Z94ecELTfG,netral
1882,@Saham_fess Wkwk Indonesia gelap,negatif
1883,@BebySoSweet Indonesia gelap yg terang terangan cuma korupsi nya,negatif
1884,@CNNIndonesia Ga puas2 rupanya 2 periode buat indonesia hancur mash aja mau menjerumuskan ke lebih gelap gulita lg Pantas rakyat dah muak dan jijik list dia wars wiri d pemerintahan trrus.. #IndonesiaGelap #IndonesiaGelap2025,negatif
1885,daaamn mahasiswa dan rakyat demo tentang Indonesia gelap malah ditanggapi oleh that so called pemimpin dengan mocking siapa yang liat Indonesia gelap? nyenyenye and then BOOOMM ada korupsi pertamina ratusan triliun and they still think Indonesia sedang baik-baik aja?,negatif
1886,@ChocoPinkGirl @Kopi82197082 @N0v44ndr1 @narkosun Gak masalah. Tapi kontradiktif dengan jargon Indonesia gelap sebab gelap itu jika tidak punya uang tidak punya gaji klo kabur berarti punya uang dong,negatif
1887,Pantesan dia gal setuju tagar Indonesia gelap. Lha wong buat dia terang benerang. Ambil semua noh bagi2 sama keluarga Solo dah. Semoga malaekat emosi liat mereka semua.,negatif
1888,Menurut Luhut soal #IndonesiaGelap kondisi Indonesia masih cukup baik enggak gelap! https://t.co/S8XkBy1zbE,?
1889,Presiden Prabowo akan aman bila tetep bela oligarki dan rezim Mulyono. Tapi bila melawan maka oligarki akan gelontorkan dananya kemahasiswa dan habislah Prabowo. Kenapa Prabowo teriak hidup Jokowi vs adili jkw Indonesia Gelap: Mahasiswa vs Presiden https://t.co/va6KnbLaEz,negatif
1890,@CNNIndonesia Ternyata Indonesia memang gelap,negatif
1891,@V3g3L @prabowo Hancuuuur lebur . pejabat larut dalam halu Indonesia Emas realita Indonesia Gelap menuju Bubar .,negatif
1892,@mas_veel Yang gelap ya pikiran orang Indonesia yang diajak maju malah negthink mulu,negatif
